phage,host,phage_name,host_name
NC_019918,HG530068,Pseudomonas phage vB_PaeM_C2-10_Ab1 complete genome,"Pseudomonas aeruginosa PA38182, complete genome"
MK433276,AP009493,"Streptomyces phage Asten, complete genome","Streptomyces griseus subsp. griseus NBRC 13350 DNA, complete genome"
NC_029101,HG530068,"Pseudomonas phage YH30, complete genome","Pseudomonas aeruginosa PA38182, complete genome"
NC_027389,CP002815,"Propionibacterium phage PHL141N00, complete genome","Propionibacterium acnes 6609, complete genome"
NC_019913,HG530068,"Pseudomonas phage PaP1, complete genome","Pseudomonas aeruginosa PA38182, complete genome"
NC_019912,JTHH01000008,"Bacillus phage vB_BtS_BMBtp2, complete genome","Bacillus thuringiensis serovar morrisoni strain HD 600 BG10.Contig244, whole genome shotgun sequence"
NC_016762,HG530068,"Pseudomonas phage phi297, complete genome","Pseudomonas aeruginosa PA38182, complete genome"
NC_031921,CP012388,"Flavobacterium phage Fpv5, complete genome","Flavobacterium psychrophilum strain Z1, complete genome"
NC_002531,JN632628,"Alcelaphine herpesvirus 1, complete genome","Connochaetes taurinus isolate SUN70 mitochondrion, complete genome"
NC_022746,HG530068,"Pseudomonas phage MPK6, complete genome","Pseudomonas aeruginosa PA38182, complete genome"
NC_022747,CP010812,"Vibrio phage VPUSM 8, complete genome","Vibrio cholerae strain 10432-62, complete genome"
NC_022744,FP236843,"Erwinia phage FE44, complete genome",Erwinia billingiae strain Eb661 complete chromosome
MF541408,AP009493,"Streptomyces phage Jash, complete genome","Streptomyces griseus subsp. griseus NBRC 13350 DNA, complete genome"
NC_024140,HG530068,"Pseudomonas phage vB_PaeP_C2-10_Ab09, complete genome","Pseudomonas aeruginosa PA38182, complete genome"
NC_028672,CALF01000071,"Cronobacter phage PBES 02, complete genome","Cronobacter sakazakii 696 WGS project CALF00000000 data, contig Csakazakii_696, whole genome shotgun sequence"
NC_006294,CP010812,"Vibrio phage KSF-1phi, complete genome","Vibrio cholerae strain 10432-62, complete genome"
NC_028770,HG530068,"Pseudomonas phage PaMx11, complete genome","Pseudomonas aeruginosa PA38182, complete genome"
NC_028773,CALF01000071,"Cronobacter phage S13, complete genome","Cronobacter sakazakii 696 WGS project CALF00000000 data, contig Csakazakii_696, whole genome shotgun sequence"
NC_021337,CP009257,"Acinetobacter phage AB3, complete genome","Acinetobacter baumannii strain AB030, complete genome"
NC_021531,CALF01000071,"Cronobacter phage CR5, complete genome","Cronobacter sakazakii 696 WGS project CALF00000000 data, contig Csakazakii_696, whole genome shotgun sequence"
NC_012697,CP000031,"Roseophage DSS3P2, complete genome","Ruegeria pomeroyi DSS-3, complete genome"
NC_031078,AP009493,"Streptomyces phage Nanodon, complete genome","Streptomyces griseus subsp. griseus NBRC 13350 DNA, complete genome"
NC_006883,CP000554,"Prochlorococcus phage P-SSM2, complete genome","Prochlorococcus marinus str. MIT 9303, complete genome"
NC_004333,CP011301,"Burkholderia phage Bcep781, complete genome","Burkholderia cepacia strain LO6, complete genome"
NC_006552,HG530068,"Pseudomonas phage F116, complete genome","Pseudomonas aeruginosa PA38182, complete genome"
MH590599,AP009493,"Streptomyces phage Karimac, complete genome","Streptomyces griseus subsp. griseus NBRC 13350 DNA, complete genome"
NC_024785,CP009257,"Acinetobacter phage YMC-13-01-C62, complete genome","Acinetobacter baumannii strain AB030, complete genome"
MH590597,AP009493,"Streptomyces phage LukeCage, complete genome","Streptomyces griseus subsp. griseus NBRC 13350 DNA, complete genome"
NC_000867,CP000388,"Pseudoalteromonas phage PM2, complete genome","Pseudoalteromonas atlantica T6c, complete genome"
NC_018840,CP002815,"Propionibacterium phage P100_1, complete genome","Propionibacterium acnes 6609, complete genome"
NC_018841,CP002815,"Propionibacterium phage P101A, complete genome","Propionibacterium acnes 6609, complete genome"
NC_018842,CP002815,"Propionibacterium phage P1.1, complete genome","Propionibacterium acnes 6609, complete genome"
NC_010945,CP012648,"Streptococcus phage PH15, complete genome","Streptococcus gordonii strain KCOM 1506 (= ChDC B679), complete genome"
NC_018845,CP002815,"Propionibacterium phage P104A, complete genome","Propionibacterium acnes 6609, complete genome"
NC_018847,CP002815,"Propionibacterium phage ATCC29399B_T, complete genome","Propionibacterium acnes 6609, complete genome"
NC_018848,CP013129,"Streptomyces phage SV1, complete genome","Streptomyces venezuelae strain ATCC 15439, complete genome"
NC_018849,CP002815,"Propionibacterium phage P105, complete genome","Propionibacterium acnes 6609, complete genome"
NC_025428,CP000031,"Ruegeria phage DSS3-P1, complete genome","Ruegeria pomeroyi DSS-3, complete genome"
MF347639,AP009493,"Streptomyces phage Samisti12, complete genome","Streptomyces griseus subsp. griseus NBRC 13350 DNA, complete genome"
NC_025423,CM000736,"Bacillus phage CP-51, complete genome","Bacillus cereus F65185 chromosome, whole genome shotgun sequence"
MG663582,AP009493,"Streptomyces phage HaugeAnator, complete genome","Streptomyces griseus subsp. griseus NBRC 13350 DNA, complete genome"
MG663583,AP009493,"Streptomyces phage Percastrophe, complete genome","Streptomyces griseus subsp. griseus NBRC 13350 DNA, complete genome"
MG663584,AP009493,"Streptomyces phage Romero, complete genome","Streptomyces griseus subsp. griseus NBRC 13350 DNA, complete genome"
MG663585,AP009493,"Streptomyces phage ToriToki, complete genome","Streptomyces griseus subsp. griseus NBRC 13350 DNA, complete genome"
MG663586,AP009493,"Streptomyces phage ZooBear, complete genome","Streptomyces griseus subsp. griseus NBRC 13350 DNA, complete genome"
NC_011421,AP012495,"Bacillus phage SPO1, complete genome","Bacillus subtilis BEST7613 DNA, complete genome"
MH651172,AP009493,"Streptomyces phage Comrade, complete genome","Streptomyces griseus subsp. griseus NBRC 13350 DNA, complete genome"
NC_029025,AP006716,"Staphylococcus phage IME-SA4, complete genome","Staphylococcus haemolyticus JCSC1435 DNA, complete genome"
KX507344,CP013129,"Streptomyces phage Godpower, complete genome","Streptomyces venezuelae strain ATCC 15439, complete genome"
KX507343,AP009493,"Streptomyces phage Lorelei, complete genome","Streptomyces griseus subsp. griseus NBRC 13350 DNA, complete genome"
NC_019919,HF571988,Yersinia phage phiR201 complete genome,Yersinia enterocolitica (type O:5) YE53/03 complete genome
MG925338,CP014475,"Mycobacterium phage ChaChing, complete genome","Mycobacterium phlei strain CCUG 21000, complete genome"
NC_028855,AP014630,"Acinetobacter phage YMC11/12/R2315, complete genome","Acinetobacter guillouiae DNA, complete geonome, strain: NBRC 110550"
KT184391,CP013129,"Streptomyces phage Lannister, complete genome","Streptomyces venezuelae strain ATCC 15439, complete genome"
NC_028850,HF571988,"Yersinia phage vB_YenP_ISAO8, complete genome",Yersinia enterocolitica (type O:5) YE53/03 complete genome
NC_027332,CP009257,"Acinetobacter phage YMC13/03/R2096, complete genome","Acinetobacter baumannii strain AB030, complete genome"
NC_027333,CP002815,"Propionibacterium phage PHL070N00, complete genome","Propionibacterium acnes 6609, complete genome"
MF919522,CP002815,"Propionibacterium phage MEAK, complete genome","Propionibacterium acnes 6609, complete genome"
NC_011373,HG530068,"Pseudomonas phage PAJU2, complete genome","Pseudomonas aeruginosa PA38182, complete genome"
MF467949,AP009493,"Streptomyces phage Spectropatronm, complete genome","Streptomyces griseus subsp. griseus NBRC 13350 DNA, complete genome"
MF467948,AP009493,"Streptomyces phage DrGrey, complete genome","Streptomyces griseus subsp. griseus NBRC 13350 DNA, complete genome"
KR347355,CP002815,"Propionibacterium phage QueenBey, complete genome","Propionibacterium acnes 6609, complete genome"
KR347354,CP002815,"Propionibacterium phage Moyashi, complete genome","Propionibacterium acnes 6609, complete genome"
NC_028694,CP002815,"Propionibacterium phage PA1-14, complete genome","Propionibacterium acnes 6609, complete genome"
NC_019414,AL645882,"Streptomyces phage R4, complete genome",Streptomyces coelicolor A3(2) complete genome
NC_026599,HG530068,"Pseudomonas phage vB_PaeP_C2-10_Ab22, complete genome","Pseudomonas aeruginosa PA38182, complete genome"
NC_026594,HG530068,"Pseudomonas phage vB_PaeS_PAO1_Ab18, complete genome","Pseudomonas aeruginosa PA38182, complete genome"
NC_031926,CP012388,"Flavobacterium phage 2A, complete genome","Flavobacterium psychrophilum strain Z1, complete genome"
MF975638,AP009493,"Streptomyces phage Abt2graduatex2, complete genome","Streptomyces griseus subsp. griseus NBRC 13350 DNA, complete genome"
NC_028789,CM000736,"Bacillus phage VMY22, complete genome","Bacillus cereus F65185 chromosome, whole genome shotgun sequence"
MK305891,AP009493,"Streptomyces phage Gibson, complete genome","Streptomyces griseus subsp. griseus NBRC 13350 DNA, complete genome"
MK305890,FN554889,"Streptomyces phage WheeHeim, complete genome",Streptomyces scabiei 87.22 complete genome
MF975637,FN554889,"Streptomyces phage Scap1, complete genome",Streptomyces scabiei 87.22 complete genome
NC_016765,HG530068,"Pseudomonas phage vB_PaeS_PMG1, complete genome","Pseudomonas aeruginosa PA38182, complete genome"
MK450431,AP009493,"Streptomyces phage Lilbooboo, complete genome","Streptomyces griseus subsp. griseus NBRC 13350 DNA, complete genome"
NC_021316,CP009257,"Acinetobacter phage Abp1, complete genome","Acinetobacter baumannii strain AB030, complete genome"
NC_021312,KC900889,"Phaeocystis globosa virus strain 16T, complete genome","Phaeocystis globosa strain Pg-G(A) chloroplast, complete genome"
NC_022966,HG530068,"Pseudomonas phage PAK_P5, complete genome","Pseudomonas aeruginosa PA38182, complete genome"
NC_022967,HG530068,"Pseudomonas phage PAK_P2, complete genome","Pseudomonas aeruginosa PA38182, complete genome"
NC_021318,CP014617,"Mycobacterium phage Chy5, complete genome",Mycobacterium africanum strain UT307 genome
NC_028829,CP016224,"Vibrio phage ValKK3, complete genome","Vibrio alginolyticus strain ZJ-T chromosome 1, complete sequence"
NC_027348,CP017420,"Delftia phage RG-2014, complete genome","Delftia tsuruhatensis strain CM13, complete genome"
NC_009799,CP004046,Corynebacterium phage BFK20,"[Brevibacterium] flavum ZL-1, complete genome"
NC_029022,HG530135,"Clostridium phage phiCT9441A, complete genome","Clostridium tetani 12124569 main chromosome, complete genome"
NC_028820,HF571988,"Yersinia phage vB_YenM_TG1, complete genome",Yersinia enterocolitica (type O:5) YE53/03 complete genome
NC_019916,CP013753,"Lactobacillus phage ATCC 8014-B1, complete genome","Lactobacillus plantarum strain DF, complete genome"
NC_027345,HG530068,"Pseudomonas phage Pa2, complete genome","Pseudomonas aeruginosa PA38182, complete genome"
NC_027346,CP002815,"Propionibacterium phage PHL171M01, complete genome","Propionibacterium acnes 6609, complete genome"
NC_030929,HG530068,"Pseudomonas phage JBD44, complete genome","Pseudomonas aeruginosa PA38182, complete genome"
NC_003085,CP000113,"Myxococcus phage Mx8, complete genome","Myxococcus xanthus DK 1622, complete genome"
NC_030923,CP005976,"Pseudomonas phage YMC11/06/C171_PPU_BP, complete genome","Pseudomonas putida H8234, complete genome"
NC_020842,CP002453,Cellulophaga phage phiST genomic sequence,"Cellulophaga algicola DSM 14237 chromosome, complete genome"
NC_020841,CM003594,Psychrobacter phage pOW20-A genomic sequence,"Psychrobacter sp. P11F6 chromosome, whole genome shotgun sequence"
NC_020840,KU167097,Tetraselmis viridis virus S20 genomic sequence,"Tetraselmis sp. CCMP 881 chloroplast, complete genome"
NC_020847,CP000554,Cyanophage MED4-184 genomic sequence,"Prochlorococcus marinus str. MIT 9303, complete genome"
NC_020845,CP000554,"Cyanophage MED4-213, complete genome","Prochlorococcus marinus str. MIT 9303, complete genome"
MH155880,FN554889,"Streptomyces phage SendItCS, complete genome",Streptomyces scabiei 87.22 complete genome
NC_013021,CP000554,"Cyanophage PSS2, complete genome","Prochlorococcus marinus str. MIT 9303, complete genome"
NC_031039,AP012495,"Bacillus phage AR9, complete genome","Bacillus subtilis BEST7613 DNA, complete genome"
NC_031034,JTHH01000008,"Bacillus phage SalinJah, complete genome","Bacillus thuringiensis serovar morrisoni strain HD 600 BG10.Contig244, whole genome shotgun sequence"
NC_031037,JTHH01000008,"Bacillus phage Nigalana, complete genome","Bacillus thuringiensis serovar morrisoni strain HD 600 BG10.Contig244, whole genome shotgun sequence"
NC_021559,CP000554,Prochlorococcus phage P-SSM3 genomic sequence,"Prochlorococcus marinus str. MIT 9303, complete genome"
NC_012418,HG530068,"Pseudomonas phage phikF77, complete genome","Pseudomonas aeruginosa PA38182, complete genome"
NC_030951,HG530135,"Clostridium phage phiCTC2B, complete genome","Clostridium tetani 12124569 main chromosome, complete genome"
KU958700,CP013129,"Streptomyces phage Chymera, complete genome","Streptomyces venezuelae strain ATCC 15439, complete genome"
NC_016658,CP000554,"Cyanophage NATL1A-7, complete genome","Prochlorococcus marinus str. MIT 9303, complete genome"
NC_029118,AP017373,"Lactococcus phage GE1, complete genome","Lactococcus garvieae DNA, complete genome, strain: 122061"
NC_028675,CP009257,"Acinetobacter phage phiAB1, complete genome","Acinetobacter baumannii strain AB030, complete genome"
NC_021556,CP014617,"Mycobacterium phage Leo, complete genome",Mycobacterium africanum strain UT307 genome
NC_018838,CP002815,"Propionibacterium phage P100_A, complete genome","Propionibacterium acnes 6609, complete genome"
NC_031049,JTHH01000008,"Bacillus phage NotTheCreek, complete genome","Bacillus thuringiensis serovar morrisoni strain HD 600 BG10.Contig244, whole genome shotgun sequence"
NC_020998,CP006884,"Halovirus PH1, complete genome","Haloarcula hispanica N601 chromosome 1, complete sequence"
NC_020489,CP001312,"Rhodobacter phage RcapNL, complete genome","Rhodobacter capsulatus SB 1003, complete genome"
NC_024697,NC_012898,"Aureococcus anophagefferens virus isolate BtV-01, complete genome","Aureococcus anophagefferens chloroplast, complete genome"
NC_025462,CP009257,"Acinetobacter phage vB_AbaM_Acibel004, complete genome","Acinetobacter baumannii strain AB030, complete genome"
NC_003327,CP010812,"Vibrio phage VSK, complete genome","Vibrio cholerae strain 10432-62, complete genome"
NC_018277,CP004014,"Staphylococcus phage SpaA1, complete genome","Staphylococcus pasteuri SP1, complete genome"
NC_018274,HG530068,"Pseudomonas phage MP42, complete genome","Pseudomonas aeruginosa PA38182, complete genome"
NC_018272,CP001397,"Persicivirga phage P12024L, complete genome","Nonlabens dokdonensis DSW-6, complete genome"
NC_018271,CP001397,"Persicivirga phage P12024S, complete genome","Nonlabens dokdonensis DSW-6, complete genome"
NC_026242,KT970065,"Tipula oleracea nudivirus isolate 35, complete genome","Tipula cockerelliana mitochondrion, complete genome"
NC_021864,CP001751,"Puniceispirillum phage HMO-2011, complete genome","Candidatus Puniceispirillum marinum IMCC1322 chromosome, complete genome"
NC_023583,HG530068,Pseudomonas phage TL complete genome,"Pseudomonas aeruginosa PA38182, complete genome"
